Location,Crime type,Longitude,Latitude
On or near Woodside Green,Burglary,-6.445939,54.429856
On or near Craigburn,Burglary,-6.180775,54.708189
On or near Southwell Road,Burglary,-5.670976,54.662027
On or near Fern Park,Burglary,-7.3198,55.028723
On or near Cidercourt Park,Burglary,-6.223624,54.620642
On or near Creggan Road,Burglary,-7.330551,55.000119
On or near ,Burglary,-5.884409,54.5925
On or near ,Burglary,-6.667919,55.129505
On or near The Branch,Burglary,-7.342205,55.021301
On or near Albert Street,Burglary,-5.945343,54.598007
On or near Fortfield,Burglary,-6.154292,54.416612
On or near Riada Close,Burglary,-5.899808,54.601152
On or near Beechlands,Burglary,-5.994295,54.986849
On or near Burneys Mews,Burglary,-5.967857,54.67502
On or near Cross Lane,Burglary,-6.106322,54.501343
On or near Lakeview Court,Burglary,-6.382396,54.446864
On or near Bank Place,Burglary,-7.319081,54.996435
On or near Ennis Tarry,Burglary,-6.325896,54.473623
On or near Maclevennon Road,Burglary,-6.655546,55.184139
On or near Lismore Avenue,Burglary,-5.662577,54.648755
On or near Dargan Crescent,Burglary,-5.908121,54.626454
On or near Cathedral Close,Burglary,-7.173278,54.410433
On or near Old Manse Green,Burglary,-6.248327,54.344742
On or near Lower Galliagh Road,Burglary,-7.326428,55.039108
On or near Ballylenaghan Heights,Burglary,-5.899988,54.545654
On or near Woodview Drive,Burglary,-5.849931,54.578199
On or near Ballydrain Road,Burglary,-5.694326,54.52859
On or near Mourne View Park,Burglary,-6.338667,54.18203
On or near ,Burglary,-6.392764,54.190473
On or near Dundrum Road,Burglary,-5.888846,54.217044
On or near Glenmill Park,Burglary,-6.943048,55.040343
On or near ,Burglary,-5.938304,54.58724
On or near Oldbridge Road,Burglary,-6.451007,54.080813
On or near ,Burglary,-5.932626,54.61656
On or near Upper Church Lane,Burglary,-5.924925,54.599348
On or near Antrim Gardens,Burglary,-6.654121,55.208243
On or near Derrycreevy Road,Burglary,-6.719536,54.488678
On or near Greenmount Road,Burglary,-7.197915,54.506086
On or near Dufferin Avenue,Burglary,-5.672675,54.659957
On or near ,Burglary,-5.867605,54.595476
On or near Mountain Road,Burglary,-6.425796,54.099722
On or near ,Burglary,-5.923723,54.58009
On or near Glenshane Gardens,Burglary,-5.99434,54.574633
On or near Oak Grove Manor,Burglary,-6.213458,54.587645
On or near Berkeley Hall Square,Burglary,-6.023033,54.501689
On or near Lisburn Road,Burglary,-5.947382,54.58177
On or near Curragh Road,Burglary,-6.61524,55.083318
On or near Main Street,Burglary,-6.225419,54.481156
On or near Prospect Park,Burglary,-5.8314,54.724506
On or near Edinburgh Street,Burglary,-5.949997,54.582371
On or near ,Burglary,-7.362,54.95329
On or near North Circular Road,Burglary,-6.320541,54.475184
On or near Pomeroy Road,Burglary,-6.812339,54.623268
On or near Edenard Road,Burglary,-6.541109,54.23281
On or near Ligoniel Road,Burglary,-5.980705,54.624515
On or near Millar Street,Burglary,-5.905294,54.586251
On or near Wingrove Gardens,Burglary,-5.881761,54.593739
On or near ,Burglary,-5.877309,54.607031
On or near Slievenamaddy Avenue,Burglary,-5.896274,54.208763
On or near ,Burglary,-5.882232,54.604035
On or near Florence Court,Burglary,-5.94134,54.60802
On or near Locksley Gardens,Burglary,-5.976659,54.559729
On or near Comber Road,Burglary,-5.830943,54.46389
On or near Porter Park,Burglary,-5.984869,54.559399
On or near St. Colmans Park,Burglary,-6.336754,54.17283
On or near Woodside View,Burglary,-6.03103,54.557517
On or near Dunclug Park,Burglary,-6.272732,54.881501
On or near Galgorm Road,Burglary,-6.35337,54.852075
On or near ,Burglary,-5.82639,54.637422
On or near ,Burglary,-6.089793,54.576636
On or near Coolessan Walk,Burglary,-6.944721,55.039172
On or near Ferndale Park,Burglary,-7.326392,55.036575
On or near Windyridge,Burglary,-6.279462,54.350788
On or near Beaufort Grove,Burglary,-5.915364,54.552955
On or near Glenside Park,Burglary,-5.975689,54.620765
On or near Rathview Park,Burglary,-6.612294,54.077912
On or near Tattygare Road,Burglary,-7.536219,54.327596
On or near Baronscourt Park,Burglary,-5.88431,54.520995
On or near Linenhall Street,Burglary,-6.65275,54.346343
On or near ,Burglary,-5.941098,54.580621
On or near Lyndhurst Parade,Burglary,-5.981357,54.606664
On or near ,Burglary,-5.920624,54.578671
On or near Glenside Avenue,Burglary,-5.956239,54.516392
On or near Donegall Road,Burglary,-5.953525,54.588837
On or near Rockview Street,Criminal damage and arson,-5.954681,54.588605
On or near Lewis Park,Criminal damage and arson,-5.890323,54.599316
On or near Snugville Street,Criminal damage and arson,-5.948817,54.609225
On or near Rosemary Place,Criminal damage and arson,-6.660012,55.139937
On or near Collon Lane,Criminal damage and arson,-7.331712,55.025169
On or near Fountain Street,Criminal damage and arson,-5.931624,54.598465
On or near Fanad Drive,Criminal damage and arson,-7.344906,54.996586
On or near Essmore,Criminal damage and arson,-6.257549,54.105013
On or near ,Criminal damage and arson,-7.221677,54.251401
On or near Churchview Close,Criminal damage and arson,-6.010992,54.063593
On or near Ardvanagh Close,Criminal damage and arson,-5.670871,54.633254
On or near Glenview Drive,Criminal damage and arson,-6.941795,55.040395
On or near Balfour Avenue,Criminal damage and arson,-5.920079,54.584817
On or near Main Street,Criminal damage and arson,-7.465774,54.826433
On or near Ballyronan Road,Criminal damage and arson,-6.601577,54.750403
On or near Condiere Avenue,Criminal damage and arson,-6.209508,54.805351
On or near St. Pauls Place,Criminal damage and arson,-6.346465,54.460493
On or near Lower Galliagh Road,Criminal damage and arson,-7.326428,55.039108
On or near Greenland Parade,Criminal damage and arson,-5.84063,54.853524
On or near Mullaghboy Glen,Criminal damage and arson,-6.619788,54.755175
On or near Hampton Crescent,Criminal damage and arson,-5.83828,54.851757
On or near Molyneaux Street,Criminal damage and arson,-5.92635,54.607549
On or near Millbrook Road,Criminal damage and arson,-6.036275,54.513999
On or near Hugomont Park,Criminal damage and arson,-6.268741,54.873906
On or near Kirkistown Avenue,Criminal damage and arson,-5.938434,54.548535
On or near Collingwood Avenue,Criminal damage and arson,-5.924577,54.583384
On or near York Crescent,Criminal damage and arson,-5.923271,54.626661
On or near Gleneagles,Criminal damage and arson,-7.30036,55.018983
On or near Innisfayle Pass,Criminal damage and arson,-5.926317,54.639831
On or near Molesworth Road,Criminal damage and arson,-6.741749,54.646057
On or near Main Street,Criminal damage and arson,-6.04264,54.738309
On or near Shanes Terrace,Criminal damage and arson,-6.313146,54.747667
On or near Elmfield Road,Criminal damage and arson,-5.949284,54.668561
On or near Lower Galliagh Road,Criminal damage and arson,-7.326428,55.039108
On or near Woodside View,Criminal damage and arson,-6.030235,54.557019
On or near Lower Galliagh Road,Criminal damage and arson,-7.326428,55.039108
On or near Waterside Link,Criminal damage and arson,-7.312088,54.994213
On or near Tullyard Way,Criminal damage and arson,-5.878154,54.57682
On or near Windsor Avenue,Criminal damage and arson,-6.332398,54.183659
On or near Donegall Street,Criminal damage and arson,-5.93154,54.604699
On or near Glendore Wood,Criminal damage and arson,-7.264222,54.609746
On or near Stannus Place,Criminal damage and arson,-6.037107,54.510185
On or near ,Criminal damage and arson,-6.231916,54.730643
On or near Woodside View,Criminal damage and arson,-6.030235,54.557019
On or near Grange Park,Criminal damage and arson,-6.946176,55.046919
On or near Corry Wood Park,Criminal damage and arson,-5.925265,54.261876
On or near ,Criminal damage and arson,-6.055367,54.508063
On or near Woodside View,Criminal damage and arson,-6.030235,54.557019
On or near Hope Street,Criminal damage and arson,-6.283153,54.864713
On or near Sally Gardens Lane,Criminal damage and arson,-6.030363,54.562376
On or near Ederowen Park,Criminal damage and arson,-7.326346,55.032838
On or near Agincourt Street,Criminal damage and arson,-5.924398,54.584469
On or near Iris Street,Criminal damage and arson,-5.958502,54.597278
On or near Legcloughfin Road,Criminal damage and arson,-7.079523,54.777575
On or near Altcar Park,Criminal damage and arson,-7.325204,55.029139
On or near Calvert Way,Criminal damage and arson,-5.900713,54.406251
On or near Fenaghy Road,Criminal damage and arson,-6.32276,54.859158
On or near ,Criminal damage and arson,-5.93239,54.573275
On or near Clonduff Drive,Criminal damage and arson,-5.880514,54.577526
On or near Lower Galliagh Road,Criminal damage and arson,-7.326428,55.039108
On or near Thames Street,Criminal damage and arson,-5.959461,54.592648
On or near Mill Street,Criminal damage and arson,-6.277055,54.864897
On or near Barcroft Park,Criminal damage and arson,-6.347281,54.172301
On or near Cliftonpark Avenue,Criminal damage and arson,-5.942052,54.614457
On or near Lisnisky Lane,Criminal damage and arson,-6.40621,54.43348
On or near Railway Road,Criminal damage and arson,-6.664588,55.133466
On or near Ashmount Gardens,Criminal damage and arson,-6.028311,54.511021
On or near Glenwood Park,Criminal damage and arson,-6.017057,54.538052
On or near Baragh Road,Criminal damage and arson,-7.59422,54.423255
On or near Glenfada Park,Criminal damage and arson,-7.325625,54.997505
On or near Pine Grove,Criminal damage and arson,-5.83805,54.630775
On or near ,Criminal damage and arson,-6.03708,54.113164
On or near Drumlea Crescent,Criminal damage and arson,-7.308719,54.612308
On or near Shore Crescent,Criminal damage and arson,-5.921953,54.639756
On or near O'Kane Park,Criminal damage and arson,-7.312982,54.5945
On or near ,Criminal damage and arson,-5.925909,54.580613
On or near King Street,Criminal damage and arson,-5.935054,54.598569
On or near Eversleigh Street,Criminal damage and arson,-5.906516,54.591367
On or near Edenmore Park,Criminal damage and arson,-6.93096,55.04313
On or near Carnmore Rise,Criminal damage and arson,-7.640381,54.350509
On or near Gortalowry Park,Criminal damage and arson,-6.743916,54.634544
On or near Clifton Street,Criminal damage and arson,-5.935589,54.606961
On or near Falls Court,Criminal damage and arson,-5.952162,54.599641
On or near Benview Park,Criminal damage and arson,-5.969918,54.629995
On or near Ardenvohr Street,Criminal damage and arson,-5.901591,54.588765
On or near The Rose Garden,Criminal damage and arson,-6.445408,54.372249
On or near Woodside Drive,Criminal damage and arson,-6.027045,54.558414
On or near Princeton Avenue,Criminal damage and arson,-6.335476,54.451213
On or near Lagmore View,Criminal damage and arson,-6.043225,54.555954
On or near Shore Crescent,Criminal damage and arson,-5.921378,54.640385
On or near ,Criminal damage and arson,-5.957226,54.585674
On or near Hill Street Mews,Criminal damage and arson,-5.834638,54.640481
On or near Parkgate Avenue,Criminal damage and arson,-5.886409,54.600496
On or near Donegall Road,Criminal damage and arson,-5.934882,54.589437
On or near Cavendish Court,Criminal damage and arson,-5.961481,54.598038
On or near Lammy Crescent,Criminal damage and arson,-7.325665,54.59838
On or near Burrenview Way,Criminal damage and arson,-5.893638,54.222905
On or near Lissize Avenue,Criminal damage and arson,-6.169674,54.238603
On or near East Bridge Street,Criminal damage and arson,-7.634995,54.343989
On or near Burnside,Criminal damage and arson,-6.376756,54.448747
On or near Second Avenue,Criminal damage and arson,-6.354248,54.184292
On or near ,Criminal damage and arson,-5.926075,54.592548
On or near Brookfield Place,Criminal damage and arson,-5.958754,54.612637
On or near Princeton Avenue,Criminal damage and arson,-6.335476,54.451213
On or near Ormeau Road,Criminal damage and arson,-5.923029,54.585532
On or near Seymour Drive,Criminal damage and arson,-6.515619,55.067052
On or near Ambleside Drive,Criminal damage and arson,-5.640513,54.654366
On or near Hillcrest Manor,Criminal damage and arson,-6.36561,54.444859
On or near Rock View Park,Criminal damage and arson,-6.480567,54.961323
On or near Mayogall Road,Criminal damage and arson,-6.553714,54.856505
On or near Crosshill View,Criminal damage and arson,-6.21831,54.805391
On or near Silverbirch Crescent,Criminal damage and arson,-5.627813,54.653956
On or near Kinnaird Street,Criminal damage and arson,-5.935929,54.610633
On or near ,Criminal damage and arson,-6.27599,54.358771
On or near Princes Street,Criminal damage and arson,-6.285868,54.866081
On or near Hope Street,Criminal damage and arson,-6.283153,54.864713
On or near Kurin Road,Criminal damage and arson,-6.687784,54.978317
On or near Mayogall Road,Criminal damage and arson,-6.553714,54.856505
On or near Crocus Street,Criminal damage and arson,-5.95736,54.596279
On or near Balmoral Avenue,Criminal damage and arson,-6.285974,54.865418
On or near Balmoral Avenue,Criminal damage and arson,-6.285974,54.865418
On or near Osborne Gardens,Criminal damage and arson,-5.952694,54.569937
On or near Garryduff Road,Criminal damage and arson,-6.465209,55.043429
On or near ,Criminal damage and arson,-5.913632,54.565379
On or near Frosses Road,Criminal damage and arson,-6.358065,55.003481
On or near Cypress Crescent,Criminal damage and arson,-5.539784,54.635045
On or near Mourne Crescent,Criminal damage and arson,-6.698976,54.538867
On or near Church Road,Criminal damage and arson,-6.398311,54.19521
On or near Glengormley Park,Criminal damage and arson,-5.952579,54.666532
On or near ,Criminal damage and arson,-6.658612,55.208768
On or near Meeting Street,Criminal damage and arson,-6.148994,54.413171
On or near Delhi Street,Criminal damage and arson,-5.925539,54.580274
On or near Newington Avenue,Criminal damage and arson,-5.934816,54.615187
On or near Donegall Street,Criminal damage and arson,-5.928653,54.601811
On or near Main Street,Criminal damage and arson,-7.316652,54.498183
On or near Mullaghmore Drive,Criminal damage and arson,-7.279866,54.608995
On or near Rockmount Street,Criminal damage and arson,-5.969975,54.58907
On or near Cameron Court,Criminal damage and arson,-5.999062,54.754506
On or near Princes Street,Criminal damage and arson,-6.285868,54.866081
On or near Epworth Close,Criminal damage and arson,-6.412021,54.35735
On or near Princes Street,Criminal damage and arson,-6.284126,54.865275
On or near Mullacreevie Park,Criminal damage and arson,-6.674618,54.346352
On or near Derriaghy Road,Criminal damage and arson,-6.042112,54.542738
On or near Ridgeway Street,Criminal damage and arson,-5.932055,54.577448
On or near Hope Street,Criminal damage and arson,-6.283153,54.864713
On or near Slievenamaddy Avenue,Criminal damage and arson,-5.904319,54.208823
On or near Hawthorn Glen,Criminal damage and arson,-6.026789,54.577143
On or near Laurelbank,Criminal damage and arson,-6.026783,54.561285
On or near Old Mill Heights,Criminal damage and arson,-5.863914,54.844053
On or near Kincora,Criminal damage and arson,-6.265745,54.850074
On or near London Road,Criminal damage and arson,-5.908498,54.589226
On or near Taghnevan Drive,Criminal damage and arson,-6.346725,54.455968
On or near Park Road,Criminal damage and arson,-5.918262,54.579808
On or near Woodside View,Criminal damage and arson,-6.028581,54.558619
On or near Muskett Park,Criminal damage and arson,-5.893453,54.509599
On or near Crocus Street,Criminal damage and arson,-5.95736,54.596279
On or near Coolnasilla Park East,Criminal damage and arson,-5.993975,54.580485
On or near Springtown Close,Criminal damage and arson,-7.354146,55.013765
On or near Rooney Road,Criminal damage and arson,-5.996518,54.060603
On or near Drummond Manor,Criminal damage and arson,-6.918578,55.044027
On or near Castle Street,Criminal damage and arson,-5.930334,54.599189
On or near Brooklands Avenue,Criminal damage and arson,-5.794285,54.592661
On or near Comber Street,Criminal damage and arson,-5.832547,54.460397
On or near St James Meadow,Criminal damage and arson,-6.228371,54.619364
On or near Ardnasaggart Terrace,Criminal damage and arson,-6.703001,54.538147
On or near Quadrant Place,Criminal damage and arson,-5.941696,54.597595
On or near Springtown Close,Criminal damage and arson,-7.354146,55.013765
On or near Springfield Road,Criminal damage and arson,-5.957103,54.596463
On or near Antrim Road,Criminal damage and arson,-5.938294,54.622641
On or near Raphael Street,Criminal damage and arson,-5.92296,54.592953
On or near Springfield Road,Criminal damage and arson,-5.957103,54.596463
On or near Lady Street,Criminal damage and arson,-5.943791,54.597163
On or near ,Criminal damage and arson,-5.81292,54.85133
On or near Church Street,Criminal damage and arson,-6.717733,55.183093
On or near Springfield Road,Criminal damage and arson,-5.957103,54.596463
On or near Old Kenlis Street,Criminal damage and arson,-6.271575,54.346677
On or near ,Criminal damage and arson,-7.317722,54.993634
On or near Springfield Road,Criminal damage and arson,-5.957103,54.596463
